0,0,-1.0,-1.0,4413.8,0.054707
1,0,-1.0,-1.0,4415.0,0.054617
2,0,-1.0,-1.0,4347.0,0.05535
0,0,1.0,-1.0,2468.4,0.049322
1,0,1.0,-1.0,2510.4,0.048408
2,0,1.0,-1.0,2542.2,0.047725
0,0,-1.0,1.0,4456.3,0.054265
1,0,-1.0,1.0,4464.5,0.054064
2,0,-1.0,1.0,4484.8,0.053728
0,0,1.0,1.0,2422.9,0.051426
1,0,1.0,1.0,2478.9,0.049964
2,0,1.0,1.0,2465.8,0.050333
0,1,-1.0,-1.0,7249.6,0.036447
1,1,-1.0,-1.0,7155.6,0.037245
2,1,-1.0,-1.0,7291.0,0.03666
0,1,1.0,-1.0,6777.7,0.019036
1,1,1.0,-1.0,6767.8,0.019885
2,1,1.0,-1.0,6647.1,0.020224
0,1,-1.0,1.0,6553.1,0.039211
1,1,-1.0,1.0,6253.7,0.040365
2,1,-1.0,1.0,6963.6,0.038934
0,1,1.0,1.0,6696.4,0.019268
1,1,1.0,1.0,6553.4,0.019038
2,1,1.0,1.0,6786.6,0.018462
0,2,-1.0,-1.0,7021.6,0.036452
1,2,-1.0,-1.0,6974.1,0.0355
2,2,-1.0,-1.0,6967.0,0.035182
0,2,1.0,-1.0,6749.1,0.019059
1,2,1.0,-1.0,6734.4,0.018788
2,2,1.0,-1.0,6681.6,0.018942
0,2,-1.0,1.0,6878.2,0.036707
1,2,-1.0,1.0,6902.5,0.036241
2,2,-1.0,1.0,6948.1,0.036738
0,2,1.0,1.0,6721.1,0.018792
1,2,1.0,1.0,6814.7,0.019604
2,2,1.0,1.0,6681.1,0.019009
0,3,-1.0,-1.0,7353.8,0.033584
1,3,-1.0,-1.0,7472.7,0.033959
2,3,-1.0,-1.0,7353.6,0.034107
0,3,1.0,-1.0,6807.4,0.018232
1,3,1.0,-1.0,6783.1,0.017976
2,3,1.0,-1.0,6757.5,0.018044
0,3,-1.0,1.0,7394.4,0.032723
1,3,-1.0,1.0,7362.2,0.035911
2,3,-1.0,1.0,7562.6,0.034472
0,3,1.0,1.0,7287.3,0.016753
1,3,1.0,1.0,7194.2,0.01767
2,3,1.0,1.0,7325.1,0.016579
