0,0,-1.0,-1.0,3545.7,0.045686
1,0,-1.0,-1.0,3555.3,0.045385
2,0,-1.0,-1.0,3526.9,0.045477
0,0,1.0,-1.0,1964.4,0.040931
1,0,1.0,-1.0,1989.9,0.040468
2,0,1.0,-1.0,1995.3,0.040547
0,0,-1.0,1.0,3646.7,0.044137
1,0,-1.0,1.0,3672.1,0.044001
2,0,-1.0,1.0,3685.8,0.043768
0,0,1.0,1.0,2002.9,0.041612
1,0,1.0,1.0,2001.0,0.04113
2,0,1.0,1.0,1994.5,0.041792
0,1,-1.0,-1.0,6505.1,0.027134
1,1,-1.0,-1.0,6587.9,0.027188
2,1,-1.0,-1.0,6604.5,0.026539
0,1,1.0,-1.0,6113.5,0.014305
1,1,1.0,-1.0,6097.1,0.015147
2,1,1.0,-1.0,6046.4,0.014962
0,1,-1.0,1.0,5813.5,0.030262
1,1,-1.0,1.0,5278.5,0.031603
2,1,-1.0,1.0,5952.9,0.030204
0,1,1.0,1.0,5950.2,0.01503
1,1,1.0,1.0,5971.4,0.014588
2,1,1.0,1.0,5940.9,0.01423
0,2,-1.0,-1.0,6636.8,0.025373
1,2,-1.0,-1.0,6710.8,0.024897
2,2,-1.0,-1.0,6670.3,0.024479
0,2,1.0,-1.0,6056.5,0.014211
1,2,1.0,-1.0,6114.8,0.014526
2,2,1.0,-1.0,6234.5,0.014223
0,2,-1.0,1.0,6557.4,0.025519
1,2,-1.0,1.0,6595.8,0.02553
2,2,-1.0,1.0,6616.2,0.025661
0,2,1.0,1.0,6032.7,0.01445
1,2,1.0,1.0,5923.2,0.014903
2,2,1.0,1.0,5940.0,0.016275
0,3,-1.0,-1.0,6309.9,0.025639
1,3,-1.0,-1.0,6304.4,0.026826
2,3,-1.0,-1.0,6252.5,0.026726
0,3,1.0,-1.0,5794.6,0.014539
1,3,1.0,-1.0,5884.5,0.01394
2,3,1.0,-1.0,5850.1,0.014027
0,3,-1.0,1.0,6803.6,0.024106
1,3,-1.0,1.0,6785.4,0.025699
2,3,-1.0,1.0,6838.2,0.025253
0,3,1.0,1.0,6826.5,0.011907
1,3,1.0,1.0,6608.2,0.012942
2,3,1.0,1.0,6830.6,0.011881
