0,0,-1.0,-1.0,4377.8,0.055516
1,0,-1.0,-1.0,4385.9,0.055427
2,0,-1.0,-1.0,4328.8,0.055676
0,0,1.0,-1.0,2376.3,0.050886
1,0,1.0,-1.0,2390.2,0.050468
2,0,1.0,-1.0,2418.8,0.050106
0,0,-1.0,1.0,4363.9,0.055336
1,0,-1.0,1.0,4398.1,0.055101
2,0,-1.0,1.0,4366.3,0.055264
0,0,1.0,1.0,2399.5,0.053025
1,0,1.0,1.0,2391.7,0.051438
2,0,1.0,1.0,2397.9,0.052142
0,1,-1.0,-1.0,6898.5,0.03908
1,1,-1.0,-1.0,6788.7,0.038401
2,1,-1.0,-1.0,6881.7,0.038689
0,1,1.0,-1.0,6728.0,0.019403
1,1,1.0,-1.0,6657.8,0.019486
2,1,1.0,-1.0,6445.4,0.020938
0,1,-1.0,1.0,6939.6,0.039
1,1,-1.0,1.0,6118.1,0.040868
2,1,-1.0,1.0,6957.9,0.039697
0,1,1.0,1.0,6435.0,0.020608
1,1,1.0,1.0,6179.2,0.020192
2,1,1.0,1.0,6480.9,0.020207
0,2,-1.0,-1.0,6954.7,0.03674
1,2,-1.0,-1.0,6981.0,0.034977
2,2,-1.0,-1.0,6927.0,0.034989
0,2,1.0,-1.0,6683.4,0.018922
1,2,1.0,-1.0,6614.5,0.019485
2,2,1.0,-1.0,6645.2,0.019047
0,2,-1.0,1.0,6877.4,0.03607
1,2,-1.0,1.0,6843.1,0.036187
2,2,-1.0,1.0,6873.2,0.036858
0,2,1.0,1.0,6675.6,0.018769
1,2,1.0,1.0,6230.5,0.020034
2,2,1.0,1.0,6632.0,0.01947
0,3,-1.0,-1.0,6913.6,0.035538
1,3,-1.0,-1.0,6998.9,0.035862
2,3,-1.0,-1.0,6840.3,0.036359
0,3,1.0,-1.0,6729.1,0.018464
1,3,1.0,-1.0,6687.9,0.01812
2,3,1.0,-1.0,6705.4,0.018421
0,3,-1.0,1.0,7418.6,0.032866
1,3,-1.0,1.0,7383.3,0.035125
2,3,-1.0,1.0,7364.5,0.034335
0,3,1.0,1.0,7330.5,0.016565
1,3,1.0,1.0,7365.5,0.017873
2,3,1.0,1.0,7513.6,0.016397
