Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
1,0,0,0,1,0,1,1,0,1,4979.1,0.038836
2,0,0,0,1,0,1,1,0,1,6265.7,0.034821
0,0,0,0,1,0,1,1,1,0,6793.5,0.023857
1,0,0,0,1,0,1,1,1,0,6774.8,0.023777
2,0,0,0,1,0,1,1,1,0,6815.8,0.023774
0,0,0,0,1,0,1,1,1,1,5153.0,0.043936
1,0,0,0,1,0,1,1,1,1,3848.6,0.047326
2,0,0,0,1,0,1,1,1,1,3897.0,0.047107
0,0,0,0,1,1,0,0,0,0,6788.9,0.024171
1,0,0,0,1,1,0,0,0,0,6715.7,0.024609
2,0,0,0,1,1,0,0,0,0,6747.7,0.024695
0,0,0,0,1,1,0,0,0,1,4492.4,0.040231
1,0,0,0,1,1,0,0,0,1,6227.4,0.039936
2,0,0,0,1,1,0,0,0,1,4687.4,0.041
0,0,0,0,1,1,0,0,1,0,6920.7,0.023508
1,0,0,0,1,1,0,0,1,0,6891.4,0.023502
2,0,0,0,1,1,0,0,1,0,6877.9,0.023411
0,0,0,0,1,1,0,0,1,1,4887.0,0.037551
1,0,0,0,1,1,0,0,1,1,6531.4,0.031859
2,0,0,0,1,1,0,0,1,1,6554.9,0.030871
0,0,0,0,1,1,0,1,0,0,6801.9,0.024219
1,0,0,0,1,1,0,1,0,0,6819.5,0.024093
2,0,0,0,1,1,0,1,0,0,6847.0,0.024013
0,0,0,0,1,1,0,1,0,1,4798.9,0.03867
1,0,0,0,1,1,0,1,0,1,5476.8,0.040745
2,0,0,0,1,1,0,1,0,1,5055.6,0.038022
0,0,0,0,1,1,0,1,1,0,6886.5,0.023413
1,0,0,0,1,1,0,1,1,0,6898.6,0.023363
2,0,0,0,1,1,0,1,1,0,6913.5,0.023688
0,0,0,0,1,1,0,1,1,1,5964.8,0.042038
1,0,0,0,1,1,0,1,1,1,6245.6,0.041372
2,0,0,0,1,1,0,1,1,1,5368.4,0.044067
0,0,0,0,1,1,1,0,0,0,6767.1,0.024085
1,0,0,0,1,1,1,0,0,0,6770.2,0.023937
2,0,0,0,1,1,1,0,0,0,6802.7,0.024257
0,0,0,0,1,1,1,0,0,1,5823.0,0.037143
1,0,0,0,1,1,1,0,0,1,4370.5,0.040648
2,0,0,0,1,1,1,0,0,1,4392.8,0.040259
0,0,0,0,1,1,1,0,1,0,6860.4,0.023551
1,0,0,0,1,1,1,0,1,0,6891.5,0.023672
2,0,0,0,1,1,1,0,1,0,6867.5,0.023522
0,0,0,0,1,1,1,0,1,1,3991.0,0.045428
1,0,0,0,1,1,1,0,1,1,4774.7,0.042111
2,0,0,0,1,1,1,0,1,1,4324.9,0.043441
0,0,0,0,1,1,1,1,0,0,6770.2,0.024437
1,0,0,0,1,1,1,1,0,0,6772.2,0.024021
2,0,0,0,1,1,1,1,0,0,6755.6,0.024346
0,0,0,0,1,1,1,1,0,1,4639.1,0.038525
1,0,0,0,1,1,1,1,0,1,4287.1,0.039791
2,0,0,0,1,1,1,1,0,1,4510.9,0.039281
0,0,0,0,1,1,1,1,1,0,6902.5,0.023347
1,0,0,0,1,1,1,1,1,0,6895.9,0.02332
