Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
2,0,0,1,1,1,0,0,1,1,5445.8,0.053008
0,0,0,1,1,1,0,1,0,0,7003.6,0.034894
1,0,0,1,1,1,0,1,0,0,6920.2,0.035617
2,0,0,1,1,1,0,1,0,0,7009.0,0.034989
0,0,0,1,1,1,0,1,0,1,5361.4,0.056525
1,0,0,1,1,1,0,1,0,1,4260.2,0.058694
2,0,0,1,1,1,0,1,0,1,5190.6,0.05433
0,0,0,1,1,1,0,1,1,0,7169.1,0.033858
1,0,0,1,1,1,0,1,1,0,7133.5,0.03398
2,0,0,1,1,1,0,1,1,0,7134.2,0.034055
0,0,0,1,1,1,0,1,1,1,3795.2,0.067565
1,0,0,1,1,1,0,1,1,1,4260.3,0.064199
2,0,0,1,1,1,0,1,1,1,5551.3,0.061284
0,0,0,1,1,1,1,0,0,0,6979.2,0.03729
1,0,0,1,1,1,1,0,0,0,6975.9,0.037281
2,0,0,1,1,1,1,0,0,0,6971.7,0.036367
0,0,0,1,1,1,1,0,0,1,4696.8,0.056835
1,0,0,1,1,1,1,0,0,1,4761.8,0.059548
2,0,0,1,1,1,1,0,0,1,4600.3,0.056523
0,0,0,1,1,1,1,0,1,0,7183.7,0.034046
1,0,0,1,1,1,1,0,1,0,7157.5,0.033869
2,0,0,1,1,1,1,0,1,0,7192.1,0.033928
0,0,0,1,1,1,1,0,1,1,5492.3,0.051741
1,0,0,1,1,1,1,0,1,1,5382.7,0.051325
2,0,0,1,1,1,1,0,1,1,5328.8,0.05137
0,0,0,1,1,1,1,1,0,0,6765.0,0.040389
1,0,0,1,1,1,1,1,0,0,6914.1,0.035467
2,0,0,1,1,1,1,1,0,0,7001.5,0.035003
0,0,0,1,1,1,1,1,0,1,4343.7,0.058273
1,0,0,1,1,1,1,1,0,1,5459.8,0.052834
2,0,0,1,1,1,1,1,0,1,4582.0,0.056422
0,0,0,1,1,1,1,1,1,0,6736.8,0.037935
1,0,0,1,1,1,1,1,1,0,6989.7,0.039956
2,0,0,1,1,1,1,1,1,0,5919.9,0.045259
0,0,0,1,1,1,1,1,1,1,5080.7,0.057823
1,0,0,1,1,1,1,1,1,1,4874.0,0.05886
2,0,0,1,1,1,1,1,1,1,4804.4,0.058886
0,0,1,0,0,0,0,0,0,0,7061.7,0.035154
1,0,1,0,0,0,0,0,0,0,7039.1,0.034699
2,0,1,0,0,0,0,0,0,0,7025.8,0.035214
0,0,1,0,0,0,0,0,0,1,5948.4,0.043503
1,0,1,0,0,0,0,0,0,1,6010.4,0.042313
2,0,1,0,0,0,0,0,0,1,5721.0,0.052869
0,0,1,0,0,0,0,0,1,0,6996.2,0.03488
1,0,1,0,0,0,0,0,1,0,7070.9,0.034368
2,0,1,0,0,0,0,0,1,0,7050.5,0.034902
0,0,1,0,0,0,0,0,1,1,5699.6,0.054792
1,0,1,0,0,0,0,0,1,1,4525.0,0.057304
2,0,1,0,0,0,0,0,1,1,4938.1,0.05603
0,0,1,0,0,0,0,1,0,0,7042.9,0.035052
1,0,1,0,0,0,0,1,0,0,7071.7,0.034392
2,0,1,0,0,0,0,1,0,0,7019.6,0.034727
0,0,1,0,0,0,0,1,0,1,4620.9,0.056399
1,0,1,0,0,0,0,1,0,1,5603.0,0.05559
2,0,1,0,0,0,0,1,0,1,5919.2,0.053764
0,0,1,0,0,0,0,1,1,0,7156.0,0.03377
1,0,1,0,0,0,0,1,1,0,7192.9,0.033738
2,0,1,0,0,0,0,1,1,0,7207.6,0.034113
0,0,1,0,0,0,0,1,1,1,5468.6,0.051887
1,0,1,0,0,0,0,1,1,1,5066.1,0.052828
2,0,1,0,0,0,0,1,1,1,5589.7,0.049749
0,0,1,0,0,0,1,0,0,0,7023.9,0.03503
1,0,1,0,0,0,1,0,0,0,7031.5,0.035506
2,0,1,0,0,0,1,0,0,0,6967.0,0.039362
0,0,1,0,0,0,1,0,0,1,4664.4,0.058771
1,0,1,0,0,0,1,0,0,1,5581.3,0.051879
2,0,1,0,0,0,1,0,0,1,5363.0,0.054363
0,0,1,0,0,0,1,0,1,0,7150.3,0.033981
1,0,1,0,0,0,1,0,1,0,7193.0,0.034002
2,0,1,0,0,0,1,0,1,0,7197.9,0.033679
0,0,1,0,0,0,1,0,1,1,5431.0,0.06098
1,0,1,0,0,0,1,0,1,1,4540.2,0.062776
2,0,1,0,0,0,1,0,1,1,4132.5,0.066005
0,0,1,0,0,0,1,1,0,0,7037.9,0.034407
1,0,1,0,0,0,1,1,0,0,7052.8,0.034844
2,0,1,0,0,0,1,1,0,0,6985.5,0.035189
0,0,1,0,0,0,1,1,0,1,5250.9,0.052665
1,0,1,0,0,0,1,1,0,1,4305.0,0.060148
2,0,1,0,0,0,1,1,0,1,5190.1,0.054875
0,0,1,0,0,0,1,1,1,0,7156.7,0.033786
1,0,1,0,0,0,1,1,1,0,7198.8,0.033835
2,0,1,0,0,0,1,1,1,0,7168.7,0.033925
0,0,1,0,0,0,1,1,1,1,5353.2,0.061318
1,0,1,0,0,0,1,1,1,1,5420.3,0.061413
2,0,1,0,0,0,1,1,1,1,4308.9,0.063837
0,0,1,0,0,1,0,0,0,0,7013.1,0.034866
1,0,1,0,0,1,0,0,0,0,6933.6,0.035657
2,0,1,0,0,1,0,0,0,0,6974.3,0.035369
0,0,1,0,0,1,0,0,0,1,4467.9,0.061023
1,0,1,0,0,1,0,0,0,1,4692.7,0.058028
2,0,1,0,0,1,0,0,0,1,4610.3,0.058007
0,0,1,0,0,1,0,0,1,0,7187.2,0.033674
1,0,1,0,0,1,0,0,1,0,7193.6,0.033688
2,0,1,0,0,1,0,0,1,0,7182.4,0.033806
0,0,1,0,0,1,0,0,1,1,5031.9,0.052617
1,0,1,0,0,1,0,0,1,1,5401.3,0.053173
2,0,1,0,0,1,0,0,1,1,5381.9,0.051097
0,0,1,0,0,1,0,1,0,0,7041.4,0.035154
1,0,1,0,0,1,0,1,0,0,7022.4,0.034653
2,0,1,0,0,1,0,1,0,0,7004.6,0.034737
0,0,1,0,0,1,0,1,0,1,5113.9,0.056669
1,0,1,0,0,1,0,1,0,1,4289.5,0.057668
2,0,1,0,0,1,0,1,0,1,4879.8,0.056456
0,0,1,0,0,1,0,1,1,0,7139.2,0.034194
1,0,1,0,0,1,0,1,1,0,7133.9,0.033984
2,0,1,0,0,1,0,1,1,0,7160.7,0.033742
