Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
2,0,0,1,0,0,1,1,1,0,6926.4,0.023442
0,0,0,1,0,0,1,1,1,1,4688.8,0.040269
1,0,0,1,0,0,1,1,1,1,4745.1,0.04546
2,0,0,1,0,0,1,1,1,1,4606.7,0.040401
0,0,0,1,0,1,0,0,0,0,6913.8,0.023789
1,0,0,1,0,1,0,0,0,0,6912.3,0.023626
2,0,0,1,0,1,0,0,0,0,6920.7,0.023781
0,0,0,1,0,1,0,0,0,1,4859.1,0.039974
1,0,0,1,0,1,0,0,0,1,4534.9,0.040644
2,0,0,1,0,1,0,0,0,1,5896.4,0.03831
0,0,0,1,0,1,0,0,1,0,7024.6,0.023006
1,0,0,1,0,1,0,0,1,0,6995.8,0.023109
2,0,0,1,0,1,0,0,1,0,6997.9,0.02311
0,0,0,1,0,1,0,0,1,1,5348.1,0.034106
1,0,0,1,0,1,0,0,1,1,6362.8,0.036788
2,0,0,1,0,1,0,0,1,1,4829.1,0.036429
0,0,0,1,0,1,0,1,0,0,6986.6,0.023751
1,0,0,1,0,1,0,1,0,0,6888.5,0.023473
2,0,0,1,0,1,0,1,0,0,6910.5,0.023765
0,0,0,1,0,1,0,1,0,1,4717.1,0.040516
1,0,0,1,0,1,0,1,0,1,5903.6,0.039049
2,0,0,1,0,1,0,1,0,1,4937.2,0.038204
0,0,0,1,0,1,0,1,1,0,6951.7,0.023317
1,0,0,1,0,1,0,1,1,0,6995.8,0.023136
2,0,0,1,0,1,0,1,1,0,6980.5,0.023092
0,0,0,1,0,1,0,1,1,1,5702.7,0.037613
1,0,0,1,0,1,0,1,1,1,4225.4,0.043584
2,0,0,1,0,1,0,1,1,1,5132.8,0.042488
0,0,0,1,0,1,1,0,0,0,6878.4,0.023565
1,0,0,1,0,1,1,0,0,0,6843.2,0.023897
2,0,0,1,0,1,1,0,0,0,6881.7,0.023619
0,0,0,1,0,1,1,0,0,1,4665.5,0.040998
1,0,0,1,0,1,1,0,0,1,5947.3,0.039813
2,0,0,1,0,1,1,0,0,1,4177.7,0.040814
0,0,0,1,0,1,1,0,1,0,7038.5,0.022994
1,0,0,1,0,1,1,0,1,0,6973.2,0.023178
2,0,0,1,0,1,1,0,1,0,6969.2,0.023182
0,0,0,1,0,1,1,0,1,1,3925.8,0.044976
1,0,0,1,0,1,1,0,1,1,5957.1,0.041048
2,0,0,1,0,1,1,0,1,1,4238.5,0.043419
0,0,0,1,0,1,1,1,0,0,6899.2,0.023646
1,0,0,1,0,1,1,1,0,0,6905.2,0.023932
2,0,0,1,0,1,1,1,0,0,6830.6,0.023911
0,0,0,1,0,1,1,1,0,1,4701.6,0.038233
1,0,0,1,0,1,1,1,0,1,4836.5,0.036671
2,0,0,1,0,1,1,1,0,1,5190.6,0.035258
0,0,0,1,0,1,1,1,1,0,7006.2,0.02319
1,0,0,1,0,1,1,1,1,0,6982.7,0.023096
2,0,0,1,0,1,1,1,1,0,7004.7,0.02329
0,0,0,1,0,1,1,1,1,1,4861.4,0.043445
1,0,0,1,0,1,1,1,1,1,4367.3,0.041652
2,0,0,1,0,1,1,1,1,1,3928.0,0.044839
0,0,0,1,1,0,0,0,0,0,6764.2,0.023963
1,0,0,1,1,0,0,0,0,0,6817.5,0.024013
2,0,0,1,1,0,0,0,0,0,6821.9,0.023995
0,0,0,1,1,0,0,0,0,1,5418.6,0.036602
1,0,0,1,1,0,0,0,0,1,4307.0,0.040377
2,0,0,1,1,0,0,0,0,1,6342.2,0.038368
0,0,0,1,1,0,0,0,1,0,6968.1,0.023214
1,0,0,1,1,0,0,0,1,0,6955.0,0.023169
2,0,0,1,1,0,0,0,1,0,6955.7,0.023154
0,0,0,1,1,0,0,0,1,1,5372.7,0.037506
1,0,0,1,1,0,0,0,1,1,5363.7,0.039635
2,0,0,1,1,0,0,0,1,1,6268.9,0.035143
0,0,0,1,1,0,0,1,0,0,6856.7,0.024166
1,0,0,1,1,0,0,1,0,0,6845.5,0.023849
2,0,0,1,1,0,0,1,0,0,6852.5,0.023705
0,0,0,1,1,0,0,1,0,1,4318.1,0.040824
1,0,0,1,1,0,0,1,0,1,5258.0,0.038513
2,0,0,1,1,0,0,1,0,1,4862.0,0.038221
0,0,0,1,1,0,0,1,1,0,6929.1,0.023406
1,0,0,1,1,0,0,1,1,0,6909.4,0.023334
2,0,0,1,1,0,0,1,1,0,6932.7,0.023564
0,0,0,1,1,0,0,1,1,1,6246.6,0.034409
1,0,0,1,1,0,0,1,1,1,5436.6,0.033811
2,0,0,1,1,0,0,1,1,1,4876.7,0.037801
0,0,0,1,1,0,1,0,0,0,6788.0,0.024121
1,0,0,1,1,0,1,0,0,0,6806.2,0.024036
2,0,0,1,1,0,1,0,0,0,6781.7,0.023937
0,0,0,1,1,0,1,0,0,1,4780.0,0.03892
1,0,0,1,1,0,1,0,0,1,5026.2,0.038799
2,0,0,1,1,0,1,0,0,1,4912.9,0.038096
0,0,0,1,1,0,1,0,1,0,6941.5,0.023386
1,0,0,1,1,0,1,0,1,0,6945.1,0.023196
2,0,0,1,1,0,1,0,1,0,7019.8,0.023107
0,0,0,1,1,0,1,0,1,1,5573.9,0.042221
1,0,0,1,1,0,1,0,1,1,4711.0,0.044427
2,0,0,1,1,0,1,0,1,1,4649.6,0.044506
0,0,0,1,1,0,1,1,0,0,6787.7,0.023814
1,0,0,1,1,0,1,1,0,0,6891.4,0.024107
2,0,0,1,1,0,1,1,0,0,6872.9,0.023982
0,0,0,1,1,0,1,1,0,1,4949.4,0.036887
1,0,0,1,1,0,1,1,0,1,5977.7,0.034502
